Print_Date,Emancipation_Date_Start,Site,Emancipation_Date_End,Breed,Species_,SpayNeutered,Stage_,Photo,Location_,Sort_By,Intake_Date_From,Review_Date_From,Intake_Date_To,Review_Date_To,Pre_Altered,Show_Photo,Video
"Thursday, October 16, 2025",All,All,All,All,All,All,All,All,All,SubLocation - Alphabetical,All,All,All,All,Y,No,All

Location_1,AVG_LOS,Distinct_Animals,AnimalNumber,AnimalName,AnimalType,PrimaryBreed,Age,Color,Declawed,PreAltered,IntakeType,Sex,Stage,Location,ARN,ChipNumber,Species,SecondaryBreed,DateOfBirth,ColorPattern,EmancipationDate,SpayedNeutered,IntakeDateTime,LOSInDays,StageChangeReason,SubLocation,AnimalWeight,Danger,DangerType,NumberOfPictures,Videos,HoldReason,HorForName,HoldStartDate,HoldPlacedBy,Total_Animals
  Foster Home,Avg. LOS: 66,201,A0059233946,Maverick,Cat,Domestic Shorthair,2m 12d,Brown/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004623770,Cat,Mix,8/4/2025 12:00:00 AM,Tabby/,,N,8/25/2025 12:38 PM,52.00,,Foster Home,2.70 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059236564,Barbie,Cat,Domestic Shorthair,1y 7m 21d,Brown/,N,N,Seized/Signed Over,F,In Foster,Foster Home,,941010004980899,Cat,,2/25/2024 12:00:00 AM,Tabby/,,N,8/25/2025 3:47 PM,51.90,,Foster Home,6.60 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059236576,,Cat,Domestic Shorthair,2m 5d,Black/,N,N,Seized/Signed Over,U,In Foster,Foster Home,,941010004606739,Cat,,8/11/2025 12:00:00 AM,Tabby/,,N,8/25/2025 3:47 PM,51.90,,Foster Home,1.30 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059236580,,Cat,Domestic Longhair,2m 5d,Brown/,N,N,Seized/Signed Over,M,In Foster,Foster Home,,941010004499611,Cat,,8/11/2025 12:00:00 AM,Agouti/,,N,8/25/2025 3:47 PM,51.90,,Foster Home,1.70 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059236583,,Cat,Domestic Longhair,2m 5d,Brown/,N,N,Seized/Signed Over,F,In Foster,Foster Home,,941010004630418,Cat,,8/11/2025 12:00:00 AM,Tabby/,,N,8/25/2025 3:47 PM,51.90,,Foster Home,1.60 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059238758,,Cat,Domestic Shorthair,2y 1m 20d,Brown/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004499057,Cat,Mix,8/26/2023 12:00:00 AM,Tabby/,,N,8/26/2025 2:45 PM,50.90,,Foster Home,8.50 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059238761,,Cat,Domestic Shorthair,1m 25d,Black/White,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004487083,Cat,Mix,8/21/2025 12:00:00 AM,,,N,8/26/2025 2:45 PM,50.90,,Foster Home,2.10 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059238762,,Cat,Domestic Shorthair,1m 25d,Black/White,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004615423,Cat,Mix,8/21/2025 12:00:00 AM,,,N,8/26/2025 2:45 PM,50.90,,Foster Home,1.95 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059238763,,Cat,Domestic Shorthair,1m 25d,Black/White,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004633967,Cat,Mix,8/21/2025 12:00:00 AM,,,N,8/26/2025 2:45 PM,50.90,,Foster Home,2.00 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059238764,,Cat,Domestic Shorthair,1m 25d,Black/Orange,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004593623,Cat,Mix,8/21/2025 12:00:00 AM,Calico/,,N,8/26/2025 2:45 PM,50.90,,Foster Home,1.90 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059257699,Bluey,Cat,Domestic Shorthair,2m 29d,Blue/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004507393,Cat,,7/17/2025 12:00:00 AM,,,N,8/28/2025 1:37 PM,49.00,,Foster Home,1.80 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059257703,Bingo,Cat,Domestic Shorthair,2m 29d,Grey/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004498224,Cat,,7/17/2025 12:00:00 AM,Tabby/,,N,8/28/2025 1:37 PM,49.00,,Foster Home,1.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059269123,,Cat,Domestic Shorthair,2m 14d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004265664,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,47.20,CLEAR FOR FOSTER,Foster Home,2.00 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059269124,,Cat,Domestic Shorthair,2m 14d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004482644,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,47.20,CLEAR FOR FOSTER,Foster Home,2.30 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059269125,,Cat,Domestic Shorthair,2m 14d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004517524,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,47.20,CLEAR FOR FOSTER,Foster Home,2.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059269127,,Cat,Domestic Shorthair,2m 14d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004519599,Cat,Mix,8/2/2025 12:00:00 AM,Tabby/,,N,8/30/2025 8:03 AM,47.20,CLEAR FOR FOSTER - ON MEDS,Foster Home,2.60 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059280458,,Cat,Domestic Shorthair,2m 11d,Brown/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004613301,Cat,Mix,8/5/2025 12:00:00 AM,Tabby/,,N,9/2/2025 12:23 PM,44.00,,Foster Home,1.00 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059280459,Sylvie,Cat,Domestic Shorthair,2m 11d,Grey/White,N,N,Stray/No Hold,F,In Foster,Foster Home,Heather,941010004527945,Cat,Mix,8/5/2025 12:00:00 AM,Tabby/,,N,9/2/2025 12:23 PM,44.00,,Foster Home,2.10 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059280460,,Cat,Domestic Shorthair,2m 11d,Orange/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004508515,Cat,Mix,8/5/2025 12:00:00 AM,Tabby/,,N,9/2/2025 12:23 PM,44.00,,Foster Home,2.70 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059280461,,Cat,Domestic Shorthair,2m 11d,Orange/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004628567,Cat,Mix,8/5/2025 12:00:00 AM,Tabby/,,N,9/2/2025 12:23 PM,44.00,,Foster Home,2.40 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059282042,,Cat,Domestic Shorthair,2m 24d,Brown/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Cat,,7/22/2025 12:00:00 AM,Tortoiseshell/,,N,9/2/2025 2:02 PM,43.90,,Foster Home,1.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059287576,,Cat,Domestic Shorthair,1m 29d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,BABY SHERMAN,,Cat,Mix,8/17/2025 12:00:00 AM,Tabby/,,N,9/3/2025 10:52 AM,43.10,,Foster Home,1.60 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059294317,Riley,Cat,Domestic Shorthair,1y 1m 12d,Black/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004498999,Cat,,9/4/2024 12:00:00 AM,,,N,9/4/2025 10:14 AM,42.10,,Foster Home,7.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059294321,,Cat,Domestic Shorthair,2m 9d,Brown/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004598580,Cat,Mix,8/7/2025 12:00:00 AM,Tabby/,,N,9/4/2025 10:14 AM,42.10,,Foster Home,1.80 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059294323,,Cat,Domestic Shorthair,2m 9d,Black/White,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004514390,Cat,Mix,8/7/2025 12:00:00 AM,,,N,9/4/2025 10:14 AM,42.10,,Foster Home,2.30 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059294327,,Cat,Domestic Shorthair,2m 9d,Black/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004485744,Cat,Mix,8/7/2025 12:00:00 AM,,,N,9/4/2025 10:14 AM,42.10,,Foster Home,2.10 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059294330,,Cat,Domestic Shorthair,2m 9d,Brown/White,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004524279,Cat,Mix,8/7/2025 12:00:00 AM,Tabby/,,N,9/4/2025 10:14 AM,42.10,,Foster Home,2.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059296097,,Cat,Domestic Shorthair,2m 9d,Black/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004718874,Cat,Mix,8/7/2025 12:00:00 AM,Tortoiseshell/,,N,9/4/2025 12:34 PM,42.00,,Foster Home,1.60 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059296100,,Cat,Domestic Shorthair,2m 9d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004680152,Cat,Mix,8/7/2025 12:00:00 AM,Tabby/,,N,9/4/2025 12:34 PM,42.00,,Foster Home,1.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059296231,,Cat,Domestic Shorthair,1m 18d,Black/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Cat,Mix,8/28/2025 12:00:00 AM,,,N,9/4/2025 12:44 PM,42.00,,Foster Home,9.90 ounce,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059298822,,Cat,Domestic Shorthair,2m 2d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,Mix,8/14/2025 12:00:00 AM,,,N,9/4/2025 3:26 PM,41.90,Needs syringe feeding,Foster Home,1.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059302302,Bryan,Other,American,3m 26d,Grey/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,,Rabbit,American,6/20/2025 12:00:00 AM,Spotted/,,N,9/9/2025 1:17 PM,37.00,,Foster Home,4.40 pound,No,,2,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059302309,Lauren,Other,American,3m 26d,Grey/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,,Rabbit,American,6/20/2025 12:00:00 AM,Agouti/,,N,9/9/2025 1:17 PM,37.00,,Foster Home,4.60 pound,No,,2,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059304970,Tater,Cat,Domestic Shorthair,2m 1d,Orange/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004514039,Cat,Mix,8/15/2025 12:00:00 AM,,,N,9/5/2025 1:51 PM,41.00,,Foster Home,2.00 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059304973,Spud,Cat,Domestic Shorthair,2m 1d,Orange/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004620536,Cat,Mix,8/15/2025 12:00:00 AM,,,N,9/5/2025 1:51 PM,41.00,,Foster Home,14.00 ounce,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059304980,Sweet Potato,Cat,Domestic Shorthair,2m 1d,Black/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004509936,Cat,Mix,8/15/2025 12:00:00 AM,Torbie/,,N,9/5/2025 1:51 PM,41.00,,Foster Home,1.50 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059304986,Tuber,Cat,Domestic Shorthair,2m 1d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004519916,Cat,,8/15/2025 12:00:00 AM,Tabby/,,N,9/5/2025 1:51 PM,41.00,,Foster Home,1.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059304995,Yam,Cat,Domestic Shorthair,2m 1d,Brown/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004516451,Cat,Mix,8/15/2025 12:00:00 AM,Torbie/,,N,9/5/2025 1:51 PM,41.00,,Foster Home,1.40 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059305003,Yukon,Cat,Domestic Shorthair,2m 1d,Black/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004622023,Cat,Mix,8/15/2025 12:00:00 AM,,,N,9/5/2025 1:51 PM,41.00,,Foster Home,1.20 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059311596,Willy,Cat,Domestic Shorthair,2m 16d,Brown/,N,N,Stray/OTC,M,In Foster,Foster Home,Grumpy,941010045516466,Cat,Mix,7/30/2025 12:00:00 AM,Tabby/,,N,9/6/2025 4:05 PM,39.80,weight gain/socialization,Foster Home,1.80 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059322664,Norman,Dog,Beagle,9y 1m 6d,Brown/White,N,Y,Seized/Hospital,M,In Foster,Foster Home,,956000009789956,Dog,Mix,9/10/2016 12:00:00 AM,,,Y,10/9/2025 2:53 PM,6.90,,Foster Home,43.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059322975,Buldak,Cat,Domestic Shorthair,2m 17d,Orange/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004605970,Cat,Mix,7/29/2025 12:00:00 AM,Tabby/,,N,9/9/2025 9:33 AM,37.10,Too young/Socialization,Foster Home,2.20 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059322980,Ghost,Cat,Domestic Shorthair,2m 17d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004618785,Cat,Mix,7/29/2025 12:00:00 AM,,,N,9/9/2025 9:33 AM,37.10,Too young/Socialization,Foster Home,2.00 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059322985,Serrano,Cat,Domestic Shorthair,2m 17d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004618023,Cat,Mix,7/29/2025 12:00:00 AM,,,N,9/9/2025 9:33 AM,37.10,Too young/Socialization,Foster Home,1.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059322999,Carolina,Cat,Domestic Shorthair,2m 17d,Black/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004499135,Cat,Mix,7/29/2025 12:00:00 AM,,,N,9/9/2025 9:33 AM,37.10,Too young/Socialization,Foster Home,1.60 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059323775,Penelope,Other,"Python, Ball",N/A,White/,N,N,Transfer In/ACO or DCO in County,F,In Foster,Foster Home,,,Reptile/Amphibian,,,,,N,9/9/2025 10:48 AM,37.10,,Foster Home,962.00 kilogram,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059326833,Little Boots,Cat,Domestic Shorthair,2m 11d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004504611,Cat,Mix,8/5/2025 12:00:00 AM,,,N,9/9/2025 2:07 PM,36.90,Too young,Foster Home,1.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059328516,,Cat,Domestic Shorthair,2m 4d,Brown/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,Mix,8/12/2025 12:00:00 AM,Tabby/,,N,9/9/2025 3:51 PM,36.90,Needs foster,Foster Home,1.80 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059331140,Simba,Cat,Domestic Shorthair,1m 10d,Orange/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,Mix,9/6/2025 12:00:00 AM,Tabby/,,N,9/9/2025 5:06 PM,36.80,,Foster Home,15.20 ounce,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059333371,Snowball,Cat,Domestic Shorthair,1m 8d,White/,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Cat,Mix,9/8/2025 12:00:00 AM,,,N,9/10/2025 12:18 PM,36.00,,Foster Home,8.00 ounce,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059340477,Rosie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",5m 1d,Black/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,941010004488524,Dog,Mix,5/15/2025 12:00:00 AM,,,Y,9/16/2025 10:26 AM,30.10,,Foster Home,35.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059340482,Flip,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",5m 1d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,In Behavior Foster,Foster Home,,941010004184911,Dog,Mix,5/15/2025 12:00:00 AM,,,Y,9/16/2025 10:26 AM,30.10,,Foster Home,30.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059340486,Violet,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",5m 1d,Black/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,941010005054038,Dog,Mix,5/15/2025 12:00:00 AM,,,Y,9/16/2025 10:26 AM,30.10,,Foster Home,36.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059340489,Flop,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",5m 1d,Black/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,In Foster,Foster Home,,941010004518657,Dog,Mix,5/15/2025 12:00:00 AM,,,Y,9/16/2025 10:26 AM,30.10,,Foster Home,31.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059348002,Nismo,Cat,Domestic Shorthair,2m 8d,Grey/White,N,N,Stray/OTC,M,In Foster,Foster Home,Stitch,941010004764948,Cat,,8/8/2025 12:00:00 AM,,,N,9/12/2025 10:59 AM,34.10,underweight,Foster Home,1.75 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059353886,,Cat,Domestic Longhair,1m 23d,Black/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004623274,Cat,Mix,8/23/2025 12:00:00 AM,,,N,9/13/2025 10:31 AM,33.10,,Foster Home,9.00 ounce,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059353888,,Cat,Domestic Shorthair,1m 23d,Orange/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004604587,Cat,Mix,8/23/2025 12:00:00 AM,Tabby/,,N,9/13/2025 10:31 AM,33.10,,Foster Home,1.60 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059353889,,Cat,Domestic Shorthair,1m 23d,Orange/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004618972,Cat,Mix,8/23/2025 12:00:00 AM,Tabby/,,N,9/13/2025 10:31 AM,33.10,,Foster Home,1.40 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059353891,,Cat,Domestic Longhair,1m 23d,Black/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004604142,Cat,Mix,8/23/2025 12:00:00 AM,,,N,9/13/2025 10:31 AM,33.10,,Foster Home,1.60 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059354793,,Cat,Domestic Shorthair,2m 0d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004622999,Cat,Mix,8/16/2025 12:00:00 AM,,,N,9/13/2025 12:58 PM,33.00,,Foster Home,1.70 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059354795,,Cat,Domestic Shorthair,2m 0d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004490550,Cat,Mix,8/16/2025 12:00:00 AM,,,N,9/13/2025 12:58 PM,33.00,,Foster Home,1.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059354796,,Cat,Domestic Shorthair,2m 0d,Black/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004606370,Cat,Mix,8/16/2025 12:00:00 AM,,,N,9/13/2025 12:58 PM,33.00,,Foster Home,2.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059364548,Howl,Cat,Domestic Shorthair,2m 11d,Blue/,N,N,Stray/No Hold,M,In Foster,Foster Home,,,Cat,,8/5/2025 12:00:00 AM,,,N,9/16/2025 8:19 AM,30.20,Cleared for medical foster,Foster Home,1.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059365702,,Cat,Domestic Shorthair,2m 12d,Brown/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004485866,Cat,,8/4/2025 12:00:00 AM,Torbie/,,N,9/15/2025 5:27 PM,30.80,,Foster Home,2.50 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059365706,,Cat,Domestic Shorthair,2m 12d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004499643,Cat,,8/4/2025 12:00:00 AM,Tabby/,,N,9/15/2025 5:27 PM,30.80,,Foster Home,2.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059365715,,Cat,Domestic Longhair,2m 12d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004614360,Cat,,8/4/2025 12:00:00 AM,Tabby/,,N,9/15/2025 5:27 PM,30.80,,Foster Home,2.10 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059365718,,Cat,Domestic Longhair,2m 12d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004512774,Cat,,8/4/2025 12:00:00 AM,Tabby/,,N,9/15/2025 5:27 PM,30.80,,Foster Home,2.10 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059369667,Apple Cider,Cat,Domestic Shorthair,1y 1m 0d,Black/Orange,N,N,Transfer In/Buffalo City Animal Shelter,F,In Foster,Foster Home,,941010004506355,Cat,,9/16/2024 12:00:00 AM,Calico/,,N,9/16/2025 12:29 PM,30.00,NURSING MOM,Foster Home,7.40 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059369673,,Cat,Domestic Shorthair,1m 5d,Orange/White,N,N,Transfer In/Buffalo City Animal Shelter,F,In Foster,Foster Home,,941010004592411,Cat,,9/11/2025 12:00:00 AM,Calico/,,N,9/16/2025 12:29 PM,30.00,,Foster Home,1.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059369678,,Cat,Domestic Shorthair,1m 5d,White/Tan,N,N,Transfer In/Buffalo City Animal Shelter,F,In Foster,Foster Home,,941010004775668,Cat,,9/11/2025 12:00:00 AM,Calico/,,N,9/16/2025 12:29 PM,30.00,,Foster Home,1.00 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059369767,,Cat,Domestic Shorthair,1m 5d,Grey/White,N,Y,Transfer In/Buffalo City Animal Shelter,M,In Foster,Foster Home,A59220793,941010005030607,Cat,,9/11/2025 12:00:00 AM,,,Y,9/16/2025 12:29 PM,30.00,,Foster Home,1.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059375877,Cocoa,Cat,Domestic Shorthair,2m 8d,Black/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004775517,Cat,Mix,8/8/2025 12:00:00 AM,Calico/,,N,9/19/2025 10:01 AM,27.10,,Foster Home,2.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059386215,,Cat,Domestic Shorthair,1m 18d,Grey/,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Cat,Mix,8/28/2025 12:00:00 AM,Tabby/,,N,9/18/2025 1:06 PM,28.00,,Foster Home,9.60 ounce,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059387238,,Cat,Domestic Shorthair,1m 25d,Brown/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010005102499,Cat,,8/21/2025 12:00:00 AM,Tabby/,,N,9/18/2025 2:12 PM,27.90,,Foster Home,1.20 pound,No,,0,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059387618,Bella,Cat,Domestic Shorthair,13y 28d,Brown/,N,Y,Seized/Hospital,F,In SAFE Foster,Foster Home,,941010004725553,Cat,,9/18/2012 12:00:00 AM,Tabby/,,Y,9/18/2025 2:45 PM,27.90,,Foster Home,22.25 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059387638,Woffy,Cat,Domestic Shorthair,13y 28d,Blue/,N,Y,Seized/Hospital,M,In SAFE Foster,Foster Home,,941010004746247,Cat,,9/18/2012 12:00:00 AM,,,Y,9/18/2025 2:45 PM,27.90,,Foster Home,16.25 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059387643,Monkey,Cat,Domestic Shorthair,13y 28d,Grey/,N,U,Seized/Hospital,F,In SAFE Foster,Foster Home,,941010004780571,Cat,,9/18/2012 12:00:00 AM,Tabby/,,Y,9/18/2025 2:45 PM,27.90,,Foster Home,17.10 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059387656,Sidney,Cat,Domestic Shorthair,13y 28d,Tan/White,N,Y,Seized/Hospital,F,In SAFE Foster,Foster Home,,941010004763386,Cat,,9/18/2012 12:00:00 AM,Tabby/,,Y,9/18/2025 2:45 PM,27.90,,Foster Home,19.25 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059388945,,Cat,Domestic Shorthair,2m 9d,Brown/White,,N,Stray/No Hold,F,In Foster,Foster Home,,,Cat,Mix,8/7/2025 12:00:00 AM,Tabby/,,N,9/18/2025 4:03 PM,27.80,,Foster Home,1.90 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059393545,Chapo,Dog,"Terrier, Pit Bull",1y 27d,Black/White,N,N,Owner/Guardian Surrender/Medical Treatment - Field,M,In Foster,Foster Home,,941010004541085,Dog,Mix,9/19/2024 12:00:00 AM,,,Y,9/19/2025 12:48 PM,27.00,,Foster Home,40.20 pound,No,,1,No,,,,,457
  Foster Home,Avg. LOS: 66,201,A0059405003,Jake,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",3m 9d,Black/White,N,N,Transfer In/Bissell Transport,M,In Foster,Foster Home,Twix,941010003922864,Dog,Mix,7/7/2025 12:00:00 AM,,,Y,9/24/2025 12:55 PM,22.00,"doc notes, possible FHO",Foster Home,18.80 pound,No,,0,No,,,,,457
